Id,Nombre,Imagen,Tipo Pokemon,Peso,Habilidades,Movimiento,Altura,Habitat,Es baby,Es Legendario,Es Mitico,Generacion,Descripcion
381,latios,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/381.png,"dragon,psychic",60.0,levitate,"cut,fly,body-slam,take-down,double-edge,roar,surf,ice-beam,hyper-beam,solar-beam,thunderbolt,thunder-wave,thunder,earthquake,toxic,confusion,psychic,agility,mimic,double-team,recover,light-screen,reflect,waterfall,swift,dream-eater,flash,psywave,rest,tri-attack,substitute,snore,protect,mud-slap,icy-wind,outrage,sandstorm,endure,swagger,fury-cutter,steel-wing,attract,sleep-talk,return,frustration,safeguard,dragon-breath,baton-pass,hidden-power,twister,rain-dance,sunny-day,psych-up,shadow-ball,future-sight,whirlpool,memento,facade,helping-hand,trick,magic-coat,refresh,secret-power,dive,luster-purge,weather-ball,air-cutter,aerial-ace,dragon-claw,calm-mind,dragon-dance,shock-wave,water-pulse,roost,natural-gift,tailwind,psycho-shift,heal-block,last-resort,aura-sphere,air-slash,dragon-pulse,energy-ball,giga-impact,shadow-claw,psycho-cut,zen-headbutt,defog,draco-meteor,captivate,grass-knot,charge-beam,hone-claws,power-split,wonder-room,psyshock,telekinesis,simple-beam,round,stored-power,ally-switch,heal-pulse,retaliate,bulldoze,confide,mystical-fire,laser-focus,liquidation,breaking-swipe,scale-shot,flip-turn,dual-wingbeat,tera-blast,chilling-water,dragon-cheer,psychic-noise",2.0,waters-edge,No,Si,No,generation-iii,Es un Pokémon muy inteligente. Puede adelantar a aviones a reacción plegando las alas.
382,kyogre,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/382.png,water,352.0,drizzle,"headbutt,body-slam,take-down,double-edge,roar,hydro-pump,surf,ice-beam,blizzard,hyper-beam,strength,thunderbolt,thunder-wave,thunder,earthquake,toxic,mimic,double-team,defense-curl,waterfall,swift,rest,rock-slide,substitute,snore,protect,scary-face,mud-slap,icy-wind,endure,swagger,sleep-talk,return,frustration,safeguard,hidden-power,rain-dance,psych-up,ancient-power,rock-smash,whirlpool,uproar,hail,facade,helping-hand,brick-break,secret-power,dive,rock-tomb,water-spout,signal-beam,sheer-cold,muddy-water,block,calm-mind,shock-wave,water-pulse,brine,natural-gift,aqua-ring,aqua-tail,giga-impact,avalanche,iron-head,heavy-slam,round,scald,bulldoze,confide,origin-pulse,liquidation,tera-blast,chilling-water",4.5,sea,No,Si,No,generation-iii,Pokémon legendario que aumentó los mares con diluvios y maremotos. Fue un enemigo acérrimo de Groudon.
383,groudon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/383.png,ground,950.0,drought,"mega-punch,fire-punch,thunder-punch,swords-dance,cut,mega-kick,headbutt,body-slam,take-down,double-edge,roar,flamethrower,hyper-beam,counter,seismic-toss,strength,solar-beam,thunderbolt,thunder-wave,thunder,earthquake,fissure,dig,toxic,mimic,double-team,defense-curl,fire-blast,swift,rest,rock-slide,slash,substitute,snore,protect,scary-face,mud-slap,spikes,sandstorm,endure,rollout,swagger,fury-cutter,sleep-talk,return,frustration,safeguard,dynamic-punch,iron-tail,metal-claw,hidden-power,sunny-day,crunch,psych-up,ancient-power,rock-smash,uproar,heat-wave,will-o-wisp,facade,focus-punch,helping-hand,brick-break,eruption,secret-power,overheat,rock-tomb,sand-tomb,aerial-ace,block,dragon-claw,bulk-up,mud-shot,rock-blast,shock-wave,hammer-arm,natural-gift,fling,rock-polish,dragon-pulse,focus-blast,earth-power,giga-impact,shadow-claw,fire-fang,zen-headbutt,rock-climb,lava-plume,iron-head,stone-edge,stealth-rock,hone-claws,smack-down,heavy-slam,round,incinerate,bulldoze,dragon-tail,heat-crash,confide,power-up-punch,precipice-blades,high-horsepower,brutal-swing,stomping-tantrum,body-press,scorching-sands,tera-blast",3.5,rough-terrain,No,Si,No,generation-iii,Dicen que este Pokémon legendario simboliza la tierra. Tras batirse en duelo con Kyogre se echó a dormir.
384,rayquaza,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/384.png,"dragon,flying",206.5,air-lock,"swords-dance,fly,bind,headbutt,body-slam,take-down,double-edge,roar,flamethrower,hydro-pump,surf,ice-beam,blizzard,hyper-beam,strength,solar-beam,thunderbolt,thunder-wave,thunder,earthquake,toxic,mimic,double-team,fire-blast,waterfall,swift,rest,rock-slide,substitute,snore,protect,scary-face,mud-slap,icy-wind,outrage,sandstorm,endure,swagger,fury-cutter,sleep-talk,return,frustration,iron-tail,hidden-power,twister,rain-dance,sunny-day,crunch,psych-up,extreme-speed,ancient-power,rock-smash,whirlpool,uproar,facade,helping-hand,brick-break,secret-power,dive,hyper-voice,overheat,rock-tomb,cosmic-power,aerial-ace,dragon-claw,bulk-up,dragon-dance,shock-wave,water-pulse,gyro-ball,natural-gift,tailwind,u-turn,fling,aqua-tail,air-slash,dragon-pulse,focus-blast,energy-ball,earth-power,giga-impact,avalanche,shadow-claw,defog,draco-meteor,iron-head,stone-edge,stealth-rock,hone-claws,round,echoed-voice,sky-drop,incinerate,bulldoze,dragon-tail,wild-charge,hurricane,confide,dragon-ascent,brutal-swing,breaking-swipe,scale-shot,meteor-beam,tera-blast,dragon-cheer",7.0,rare,No,Si,No,generation-iii,Vive en la capa de ozono sobre las nubes y no puede ser visto desde el suelo.
385,jirachi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/385.png,"steel,psychic",1.1,serene-grace,"mega-punch,fire-punch,ice-punch,thunder-punch,mega-kick,headbutt,body-slam,double-edge,psybeam,hyper-beam,thunderbolt,thunder-wave,thunder,toxic,confusion,psychic,mimic,double-team,confuse-ray,defense-curl,light-screen,reflect,metronome,swift,amnesia,dream-eater,flash,rest,substitute,nightmare,snore,protect,mud-slap,icy-wind,sandstorm,endure,charm,swagger,sleep-talk,return,frustration,safeguard,dynamic-punch,baton-pass,encore,hidden-power,rain-dance,sunny-day,psych-up,ancient-power,shadow-ball,future-sight,uproar,facade,helping-hand,trick,wish,magic-coat,recycle,skill-swap,imprison,refresh,secret-power,meteor-mash,fake-tears,metal-sound,cosmic-power,signal-beam,aerial-ace,iron-defense,calm-mind,shock-wave,water-pulse,doom-desire,gravity,healing-wish,natural-gift,u-turn,fling,lucky-chant,last-resort,aura-sphere,drain-punch,energy-ball,giga-impact,zen-headbutt,flash-cannon,trick-room,iron-head,stealth-rock,grass-knot,charge-beam,psyshock,telekinesis,magic-room,round,stored-power,ally-switch,play-rough,confide,dazzling-gleam,power-up-punch,life-dew,steel-beam,expanding-force,meteor-beam,tera-blast,psychic-noise",0.3,mountain,No,No,Si,generation-iii,Desde antaño se dice que concederá los deseos escritos en las notas de su cabeza cuando se despierte.
386,deoxys-normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/386.png,psychic,60.8,pressure,"fire-punch,ice-punch,thunder-punch,cut,bind,headbutt,body-slam,wrap,take-down,double-edge,leer,ice-beam,psybeam,hyper-beam,low-kick,seismic-toss,strength,solar-beam,thunderbolt,thunder-wave,thunder,toxic,psychic,agility,teleport,night-shade,mimic,double-team,recover,light-screen,reflect,swift,dream-eater,flash,rest,rock-slide,substitute,nightmare,snore,protect,scary-face,mud-slap,icy-wind,endure,swagger,sleep-talk,return,frustration,safeguard,pain-split,pursuit,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,future-sight,rock-smash,torment,facade,focus-punch,taunt,trick,role-play,magic-coat,recycle,brick-break,knock-off,skill-swap,imprison,snatch,secret-power,rock-tomb,cosmic-power,signal-beam,aerial-ace,calm-mind,shock-wave,water-pulse,psycho-boost,gravity,natural-gift,fling,psycho-shift,poison-jab,dark-pulse,drain-punch,focus-blast,energy-ball,giga-impact,nasty-plot,avalanche,zen-headbutt,flash-cannon,trick-room,stealth-rock,grass-knot,charge-beam,wonder-room,psyshock,telekinesis,low-sweep,round,stored-power,ally-switch,confide,power-up-punch,laser-focus,throat-chop,psychic-terrain,brutal-swing,stomping-tantrum,expanding-force,meteor-beam,tera-blast,psychic-noise",1.7,rare,No,No,Si,generation-iii,Surgió a raíz de la mutación de ADN de un virus alienígena que cayó a la Tierra en un meteorito.
387,turtwig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/387.png,grass,10.2,"overgrow,shell-armor","swords-dance,cut,headbutt,tackle,body-slam,take-down,thrash,double-edge,bite,roar,strength,absorb,mega-drain,leech-seed,growth,razor-leaf,solar-beam,toxic,double-team,withdraw,light-screen,reflect,amnesia,flash,rest,substitute,snore,curse,protect,mud-slap,giga-drain,endure,swagger,attract,sleep-talk,return,frustration,safeguard,iron-tail,synthesis,hidden-power,sunny-day,crunch,rock-smash,stockpile,spit-up,swallow,facade,nature-power,superpower,secret-power,tickle,sand-tomb,bullet-seed,mud-shot,magical-leaf,natural-gift,worry-seed,seed-bomb,energy-ball,earth-power,zen-headbutt,rock-climb,leaf-storm,iron-head,captivate,stealth-rock,grass-knot,wide-guard,smack-down,heavy-slam,round,shell-smash,grass-pledge,bulldoze,work-up,grassy-terrain,confide,leafage,grassy-glide,tera-blast,trailblaze",0.4,,No,No,No,generation-iv,Realiza la fotosíntesis al bañarle los rayos de sol. Su concha está formada por tierra endurecida.
388,grotle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/388.png,grass,97.0,"overgrow,shell-armor","swords-dance,cut,headbutt,tackle,body-slam,take-down,thrash,double-edge,bite,roar,strength,absorb,mega-drain,leech-seed,growth,razor-leaf,solar-beam,toxic,double-team,withdraw,light-screen,reflect,amnesia,flash,rest,substitute,snore,curse,protect,mud-slap,giga-drain,endure,swagger,attract,sleep-talk,return,frustration,safeguard,iron-tail,synthesis,hidden-power,sunny-day,crunch,rock-smash,stockpile,spit-up,swallow,facade,nature-power,superpower,secret-power,tickle,sand-tomb,bullet-seed,mud-shot,magical-leaf,natural-gift,worry-seed,seed-bomb,energy-ball,earth-power,zen-headbutt,rock-climb,leaf-storm,iron-head,captivate,stealth-rock,grass-knot,wide-guard,smack-down,heavy-slam,round,shell-smash,grass-pledge,bulldoze,work-up,grassy-terrain,confide,leafage,grassy-glide,tera-blast,trailblaze",1.1,,No,No,No,generation-iv,"Vive en los bosques cerca del agua. Por el día, sale a que les dé el sol a las plantas de su espalda."
389,torterra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/389.png,"grass,ground",310.0,"overgrow,shell-armor","swords-dance,cut,headbutt,tackle,body-slam,take-down,thrash,double-edge,bite,roar,hyper-beam,strength,absorb,mega-drain,leech-seed,growth,razor-leaf,solar-beam,earthquake,toxic,double-team,withdraw,light-screen,reflect,amnesia,flash,rest,rock-slide,substitute,snore,curse,protect,scary-face,mud-slap,outrage,sandstorm,giga-drain,endure,swagger,attract,sleep-talk,return,frustration,safeguard,iron-tail,synthesis,hidden-power,sunny-day,crunch,rock-smash,stockpile,spit-up,swallow,facade,nature-power,superpower,secret-power,hyper-voice,rock-tomb,tickle,sand-tomb,bullet-seed,iron-defense,block,frenzy-plant,mud-shot,magical-leaf,rock-blast,natural-gift,worry-seed,rock-polish,seed-bomb,energy-ball,earth-power,giga-impact,zen-headbutt,rock-climb,leaf-storm,iron-head,stone-edge,captivate,stealth-rock,grass-knot,wood-hammer,wide-guard,smack-down,heavy-slam,round,shell-smash,grass-pledge,bulldoze,work-up,grassy-terrain,confide,high-horsepower,leafage,stomping-tantrum,body-press,grassy-glide,scorching-sands,headlong-rush,tera-blast,trailblaze,hard-press",2.2,,No,No,No,generation-iv,Las gentes de antaño creían que el planeta se sustentaba en la espalda de un gran Torterra.
390,chimchar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/390.png,fire,6.2,"blaze,iron-fist","fire-punch,thunder-punch,scratch,swords-dance,cut,double-kick,headbutt,take-down,double-edge,leer,ember,flamethrower,submission,low-kick,counter,strength,fire-spin,dig,toxic,agility,double-team,focus-energy,metronome,fire-blast,swift,fury-swipes,rest,rock-slide,substitute,thief,flame-wheel,snore,protect,mud-slap,endure,rollout,swagger,attract,sleep-talk,return,frustration,encore,iron-tail,hidden-power,sunny-day,psych-up,rock-smash,fake-out,uproar,heat-wave,torment,will-o-wisp,facade,focus-punch,taunt,helping-hand,role-play,assist,brick-break,knock-off,endeavor,secret-power,blaze-kick,slack-off,fake-tears,overheat,rock-tomb,aerial-ace,bulk-up,covet,natural-gift,u-turn,fling,flare-blitz,poison-jab,vacuum-wave,switcheroo,nasty-plot,shadow-claw,zen-headbutt,rock-climb,gunk-shot,captivate,stealth-rock,grass-knot,hone-claws,flame-charge,low-sweep,round,quick-guard,incinerate,acrobatics,fire-pledge,work-up,confide,power-up-punch,burning-jealousy,tera-blast,temper-flare",0.5,,No,No,No,generation-iv,"El gas de su panza alimenta el fuego de su parte trasera, que ni la lluvia puede extinguir."
391,monferno,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/391.png,"fire,fighting",22.0,"blaze,iron-fist","fire-punch,thunder-punch,scratch,swords-dance,cut,double-kick,headbutt,take-down,double-edge,leer,ember,flamethrower,low-kick,counter,strength,fire-spin,dig,toxic,agility,double-team,focus-energy,metronome,fire-blast,swift,fury-swipes,rest,rock-slide,substitute,thief,flame-wheel,snore,reversal,protect,mach-punch,mud-slap,endure,rollout,swagger,attract,sleep-talk,return,frustration,encore,iron-tail,hidden-power,sunny-day,psych-up,rock-smash,fake-out,uproar,heat-wave,torment,will-o-wisp,facade,focus-punch,taunt,helping-hand,role-play,brick-break,knock-off,endeavor,secret-power,slack-off,fake-tears,overheat,rock-tomb,aerial-ace,bulk-up,covet,natural-gift,feint,u-turn,close-combat,fling,flare-blitz,poison-jab,drain-punch,vacuum-wave,focus-blast,switcheroo,nasty-plot,shadow-claw,zen-headbutt,rock-climb,gunk-shot,captivate,stealth-rock,grass-knot,hone-claws,smack-down,flame-charge,low-sweep,round,incinerate,acrobatics,retaliate,fire-pledge,work-up,dual-chop,confide,power-up-punch,burning-jealousy,lash-out,tera-blast,temper-flare,upper-hand",0.9,,No,No,No,generation-iv,Controla hábilmente la intensidad del fuego de su cola para mantener al enemigo a una distancia ideal.
392,infernape,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/392.png,"fire,fighting",55.0,"blaze,iron-fist","fire-punch,thunder-punch,scratch,swords-dance,cut,double-kick,headbutt,body-slam,take-down,double-edge,leer,roar,ember,flamethrower,hyper-beam,low-kick,counter,strength,solar-beam,fire-spin,earthquake,dig,toxic,agility,double-team,focus-energy,metronome,fire-blast,swift,fury-swipes,rest,rock-slide,substitute,thief,flame-wheel,snore,reversal,protect,mach-punch,scary-face,mud-slap,endure,rollout,swagger,attract,sleep-talk,return,frustration,encore,iron-tail,hidden-power,sunny-day,psych-up,rock-smash,fake-out,uproar,heat-wave,torment,will-o-wisp,facade,focus-punch,taunt,helping-hand,role-play,brick-break,knock-off,endeavor,secret-power,slack-off,blast-burn,fake-tears,overheat,rock-tomb,aerial-ace,bulk-up,covet,calm-mind,natural-gift,feint,u-turn,close-combat,fling,punishment,flare-blitz,aura-sphere,poison-jab,drain-punch,vacuum-wave,focus-blast,switcheroo,giga-impact,nasty-plot,shadow-claw,zen-headbutt,rock-climb,gunk-shot,stone-edge,captivate,stealth-rock,grass-knot,hone-claws,smack-down,flame-charge,low-sweep,round,incinerate,acrobatics,retaliate,fire-pledge,bulldoze,work-up,dual-chop,confide,power-up-punch,laser-focus,throat-chop,burning-jealousy,lash-out,coaching,scorching-sands,raging-fury,tera-blast,temper-flare,upper-hand",1.2,,No,No,No,generation-iv,Su corona de fuego demuestra su naturaleza ígnea. Nadie le gana en velocidad.
393,piplup,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/393.png,water,5.2,"torrent,competitive","pound,cut,headbutt,fury-attack,growl,supersonic,mist,water-gun,hydro-pump,surf,ice-beam,blizzard,bubble-beam,peck,drill-peck,dig,toxic,agility,double-team,haze,bide,waterfall,swift,bubble,rest,substitute,snore,flail,protect,mud-slap,icy-wind,endure,charm,swagger,attract,sleep-talk,return,frustration,hidden-power,rain-dance,psych-up,whirlpool,hail,facade,helping-hand,brick-break,yawn,secret-power,dive,feather-dance,mud-sport,weather-ball,rock-tomb,signal-beam,aerial-ace,covet,water-sport,water-pulse,roost,brine,natural-gift,pluck,fling,aqua-ring,defog,captivate,stealth-rock,grass-knot,double-hit,round,echoed-voice,scald,quash,water-pledge,work-up,disarming-voice,confide,power-trip,liquidation,flip-turn,triple-axel,tera-blast,ice-spinner,snowscape,chilling-water",0.4,,No,No,No,generation-iv,"No le gusta que lo cuiden. Como no aprecia el apoyo de su Entrenador, le cuesta coger confianza con él."
394,prinplup,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/394.png,water,23.0,"torrent,competitive","pound,cut,headbutt,fury-attack,tackle,take-down,double-edge,growl,supersonic,mist,water-gun,hydro-pump,surf,ice-beam,blizzard,bubble-beam,peck,drill-peck,strength,dig,toxic,agility,double-team,haze,bide,waterfall,swift,bubble,rest,substitute,snore,protect,mud-slap,icy-wind,endure,charm,swagger,attract,sleep-talk,return,frustration,metal-claw,hidden-power,rain-dance,psych-up,rock-smash,whirlpool,hail,facade,helping-hand,brick-break,yawn,secret-power,dive,feather-dance,weather-ball,rock-tomb,signal-beam,aerial-ace,covet,water-sport,water-pulse,roost,brine,natural-gift,pluck,fling,aqua-ring,shadow-claw,defog,captivate,stealth-rock,grass-knot,hone-claws,round,echoed-voice,scald,quash,water-pledge,work-up,disarming-voice,confide,power-trip,liquidation,flip-turn,triple-axel,tera-blast,ice-spinner,snowscape,chilling-water",0.8,,No,No,No,generation-iv,"Vive solo, alejado de los demás. Cada uno piensa que es el más importante."
395,empoleon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/395.png,"water,steel",84.5,"torrent,competitive","pound,swords-dance,cut,headbutt,fury-attack,tackle,body-slam,take-down,double-edge,growl,roar,supersonic,mist,water-gun,hydro-pump,surf,ice-beam,blizzard,bubble-beam,hyper-beam,peck,drill-peck,strength,earthquake,dig,toxic,agility,double-team,haze,waterfall,swift,bubble,rest,rock-slide,substitute,snore,protect,scary-face,mud-slap,icy-wind,endure,charm,false-swipe,swagger,fury-cutter,steel-wing,attract,sleep-talk,return,frustration,metal-claw,hidden-power,rain-dance,psych-up,rock-smash,whirlpool,uproar,hail,facade,helping-hand,brick-break,yawn,knock-off,secret-power,dive,feather-dance,hydro-cannon,weather-ball,air-cutter,rock-tomb,metal-sound,signal-beam,aerial-ace,iron-defense,covet,water-pulse,roost,brine,natural-gift,pluck,fling,aqua-ring,air-slash,vacuum-wave,giga-impact,avalanche,shadow-claw,flash-cannon,rock-climb,defog,captivate,stealth-rock,grass-knot,aqua-jet,hone-claws,round,echoed-voice,scald,quash,water-pledge,bulldoze,work-up,disarming-voice,confide,laser-focus,throat-chop,power-trip,liquidation,steel-beam,lash-out,flip-turn,triple-axel,dual-wingbeat,wave-crash,tera-blast,ice-spinner,snowscape,chilling-water",1.7,,No,No,No,generation-iv,Nada tan rápido como un fueraborda. Con los afilados bordes de sus alas puede cortar el hielo.
